data/mchar_train/000000.png,246,77,327,296,1,741,350
data/mchar_train/000000.png,323,81,419,300,9,741,350
data/mchar_train/000001.png,77,29,100,61,2,199,83
data/mchar_train/000001.png,98,25,124,57,3,199,83
data/mchar_train/000002.png,17,5,25,20,2,52,23
data/mchar_train/000002.png,25,5,34,20,5,52,23
data/mchar_train/000003.png,57,13,72,47,9,161,79
data/mchar_train/000003.png,72,13,85,47,3,161,79
data/mchar_train/000004.png,52,7,73,53,3,140,68
data/mchar_train/000004.png,74,10,89,56,1,140,68
data/mchar_train/000005.png,28,6,38,27,3,74,35
data/mchar_train/000005.png,38,8,49,29,3,74,35
data/mchar_train/000006.png,35,10,48,42,2,99,54
data/mchar_train/000006.png,47,11,60,43,8,99,54
data/mchar_train/000007.png,17,4,24,19,7,54,22
data/mchar_train/000007.png,25,4,31,19,4,54,22
data/mchar_train/000007.png,31,3,38,18,4,54,22
data/mchar_train/000008.png,19,4,33,28,1,79,34
data/mchar_train/000008.png,29,4,42,28,2,79,34
data/mchar_train/000008.png,38,5,55,29,8,79,34
data/mchar_train/000009.png,25,6,34,33,1,74,37
data/mchar_train/000009.png,34,4,48,31,6,74,37
data/mchar_train/000010.png,22,5,34,31,2,63,33
data/mchar_train/000010.png,33,4,42,30,3,63,33
data/mchar_train/000011.png,67,16,90,71,6,171,87
data/mchar_train/000011.png,90,17,110,72,3,171,87
data/mchar_train/000012.png,44,12,61,45,4,128,58
data/mchar_train/000012.png,63,13,81,46,2,128,58
data/mchar_train/000013.png,35,2,56,44,5,112,53
data/mchar_train/000013.png,55,2,78,44,8,112,53
data/mchar_train/000014.png,22,8,36,28,1,66,32
data/mchar_train/000014.png,33,7,43,27,6,66,32
data/mchar_train/000015.png,20,3,27,22,2,60,25
data/mchar_train/000015.png,26,1,33,20,3,60,25
data/mchar_train/000016.png,23,4,37,26,7,71,31
data/mchar_train/000016.png,35,4,47,26,9,71,31
data/mchar_train/000017.png,52,12,80,53,5,161,78
data/mchar_train/000017.png,80,17,101,58,3,161,78
data/mchar_train/000018.png,19,1,26,20,2,61,24
data/mchar_train/000018.png,28,1,35,20,2,61,24
data/mchar_train/000018.png,36,1,43,20,2,61,24
data/mchar_train/000019.png,20,2,31,26,6,64,27
data/mchar_train/000019.png,32,1,43,25,2,64,27
data/mchar_train/000020.png,72,6,124,91,2,191,101
data/mchar_train/000021.png,24,4,34,20,5,81,28
data/mchar_train/000021.png,34,5,41,21,1,81,28
data/mchar_train/000021.png,40,5,51,21,5,81,28
data/mchar_train/000022.png,29,5,50,37,4,104,42
data/mchar_train/000022.png,52,5,74,37,7,104,42
data/mchar_train/000023.png,233,59,252,93,8,445,181
data/mchar_train/000023.png,248,56,269,90,9,445,181
data/mchar_train/000024.png,60,11,84,61,6,190,75
data/mchar_train/000024.png,87,9,111,59,0,190,75
data/mchar_train/000024.png,113,7,134,57,1,190,75
data/mchar_train/000025.png,34,7,46,39,2,100,47
data/mchar_train/000025.png,49,8,62,40,4,100,47
data/mchar_train/000026.png,46,11,72,56,5,142,64
data/mchar_train/000026.png,73,8,100,53,6,142,64
data/mchar_train/000027.png,31,8,44,41,5,87,47
data/mchar_train/000027.png,42,7,52,40,2,87,47
data/mchar_train/000028.png,43,14,53,32,1,119,48
data/mchar_train/000028.png,51,13,67,31,3,119,48
data/mchar_train/000028.png,66,14,71,32,2,119,48
data/mchar_train/000029.png,16,1,23,26,1,54,27
data/mchar_train/000029.png,25,1,36,26,4,54,27
data/mchar_train/000030.png,14,1,24,20,6,60,21
data/mchar_train/000030.png,24,1,35,20,3,60,21
data/mchar_train/000030.png,36,1,47,20,8,60,21
data/mchar_train/000031.png,48,16,65,49,4,121,63
data/mchar_train/000031.png,67,19,85,52,3,121,63
data/mchar_train/000032.png,27,5,43,38,1,91,44
data/mchar_train/000032.png,42,5,60,38,4,91,44
data/mchar_train/000033.png,41,13,57,45,4,111,52
data/mchar_train/000033.png,54,9,78,41,2,111,52
data/mchar_train/000034.png,25,5,32,19,6,57,24
data/mchar_train/000035.png,50,9,73,56,4,122,62
data/mchar_train/000035.png,72,8,96,55,4,122,62
data/mchar_train/000036.png,24,4,30,24,1,73,30
data/mchar_train/000036.png,42,2,49,22,1,73,30
data/mchar_train/000037.png,87,28,113,85,1,233,104
data/mchar_train/000037.png,108,22,145,79,7,233,104
data/mchar_train/000038.png,62,19,75,59,3,150,76
data/mchar_train/000038.png,74,20,83,60,1,150,76
data/mchar_train/000039.png,61,9,89,70,2,178,84
data/mchar_train/000039.png,93,17,121,78,0,178,84
data/mchar_train/000040.png,38,10,49,45,4,103,54
data/mchar_train/000040.png,50,9,63,44,2,103,54
data/mchar_train/000041.png,110,27,135,78,2,287,114
data/mchar_train/000041.png,131,36,161,87,5,287,114
data/mchar_train/000041.png,159,36,185,87,1,287,114
data/mchar_train/000042.png,87,24,118,75,2,235,96
data/mchar_train/000042.png,119,20,145,71,9,235,96
data/mchar_train/000043.png,19,3,32,29,2,72,36
data/mchar_train/000043.png,32,3,40,29,0,72,36
data/mchar_train/000043.png,40,3,47,29,4,72,36
data/mchar_train/000044.png,35,3,43,34,1,91,41
data/mchar_train/000044.png,44,4,56,35,0,91,41
data/mchar_train/000045.png,136,87,185,191,3,437,202
data/mchar_train/000045.png,201,44,242,148,2,437,202
data/mchar_train/000045.png,257,18,310,122,7,437,202
data/mchar_train/000046.png,14,2,20,17,2,42,20
data/mchar_train/000046.png,20,1,25,16,4,42,20
data/mchar_train/000047.png,74,20,102,70,4,205,86
data/mchar_train/000047.png,103,17,132,67,6,205,86
data/mchar_train/000048.png,65,18,101,63,8,221,77
data/mchar_train/000048.png,102,15,128,60,1,221,77
data/mchar_train/000048.png,132,16,160,61,7,221,77
data/mchar_train/000049.png,58,27,69,53,1,168,68
data/mchar_train/000049.png,74,22,89,48,0,168,68
data/mchar_train/000049.png,95,17,110,43,3,168,68
data/mchar_train/000050.png,47,7,63,52,9,120,63
data/mchar_train/000050.png,66,9,75,54,1,120,63
data/mchar_train/000051.png,45,12,68,50,3,145,58
data/mchar_train/000051.png,74,11,102,49,5,145,58
data/mchar_train/000052.png,160,34,219,118,9,392,149
data/mchar_train/000052.png,208,18,260,102,3,392,149
data/mchar_train/000053.png,36,10,54,55,1,126,66
data/mchar_train/000053.png,56,8,77,53,1,126,66
data/mchar_train/000054.png,116,27,131,62,1,223,79
data/mchar_train/000054.png,128,29,138,64,1,223,79
data/mchar_train/000054.png,137,29,154,64,3,223,79
data/mchar_train/000054.png,151,26,168,61,7,223,79
data/mchar_train/000055.png,22,4,31,24,5,67,28
